comments,localized_comment,hinglish,host_name,city,area,sentiment,is_mixed_sentiment,source,original_length,original_word_count,hinglish_word_count,hinglish_length
"Unique and luxurious to be sure. I couldn't recommend staying with Derk any more highly.<br/><br/>Coolest thing first: We showed up to Derk's and he actually had three houseboats in a row, and offered to show up the one we saw on the site and another, and let us choose our favorite to stay in!  We had an incredible boat with wired internet, a comfortable bed and a very comfortable futon, TV, speakers, hot water, a shower, washer/dryer.  I couldn't believe I was on a boat.  Plus the charm of being on one was fantastic, and the views out onto the canal were fantastic.  It rained one morning and was such a beautiful way to wake up.<br/><br/>In addition, Derk was really communicative, responded to our last minute (day before!) request for a reservation quite casually, and met us right at the boat.  He even had a few cold beers in the fridge for us, and was really great explaining the area.<br/><br/>Would recommend!","Unique and luxurious to be sure. I couldn't recommend staying with Priya any more highly.<br/><br/>Coolest thing first: We showed up to Priya's and he actually had three houseboats in a row, and offered to show up the one we saw on the site and another, and let us choose our favorite to stay in!  We had an incredible boat with wired internet, a comfortable bed and a very comfortable futon, TV, speakers, hot water, a shower, washer/dryer.  I couldn't believe I was on a boat.  Plus the charm of being on one was fantastic, and the views out onto the canal were fantastic.  It rained one morning and was such a beautiful way to wake up.<br/><br/>In addition, Priya was really communicative, responded to our last minute (day before!) request for a reservation quite casually, and met us right at the boat.  He even had a few cold beers in the fridge for us, and was really great explaining the area.<br/><br/>Would recommend!","Priya ke saath stay karna ekdum acha tha, Anna Nagar mein, metro ke paas, colony ke andar, budget ke hisaab se bilkul sahi tha 🌟",Priya,Chennai,Anna Nagar,positive,False,real,930,167,25,128
"We had a fantastic stay on the houseboat, even though it was freezing March weather and the ducks were skating on the frozen canal, the boat was very warm and comfortable. The location is perfect, central, but quiet and Derk even arranged tickets to the opera for us - a real bonus and our best night of the trip - thanks Derk, we will definitely be back to experience the boat and Amsterdam in the warmer weather :)","We had a fantastic stay on the Chennai, even though it was freezing March weather and the ducks were skating on the frozen canal, the boat was very warm and comfortable. The location is perfect, central, but quiet and Divya even arranged tickets to the opera for us - a real bonus and our best night of the trip - thanks Divya, we will definitely be back to experience the boat and Chennai in the warmer weather :)","Anna Nagar mein stay mast tha, yaar 🌟. Metro ke paas, colony ke andar, budget ke hisaab se ekdum sahi hai, bhai 😊.",Divya,Chennai,Anna Nagar,positive,False,real,416,78,23,114
Check-in was smooth but the room had a few maintenance issues.,Check-in was smooth but the room had a few maintenance issues.,"Colaba mein Ankit ka stay average tha, check-in smooth hai but room mein kuch maintenance issues the, theek tha chalega.",Ankit,Mumbai,Colaba,neutral,True,synthetic,62,11,20,120
Stay was alright. Bed was comfortable but no hot water in morning.,Stay was alright. Bed was comfortable but no hot water in morning.,"Pune ka stay theek tha, Viman Nagar mein Riya ka hotel average tha, kuch khaas nahi, chalega.",Riya,Pune,Viman Nagar,neutral,True,synthetic,66,12,17,93
"Very small room, nothing like the listing. Felt cheated.","Very small room, nothing like the listing. Felt cheated.","Colaba mein ye stay bekar tha, room bahut chhota, listing se bilkul alag, pasand nahi aaya, waste of money.",Rahul,Mumbai,Colaba,negative,False,synthetic,56,9,19,107
The place was clean but a bit too basic. Expected more for the cost.,The place was clean but a bit too basic. Expected more for the cost.,"Kothrud mein Vikram ka stay average tha, theek tha, lekin kuch khaas nahi, bas theek theek chalega. Pune ka stay ke liye okay okay hai.",Vikram,Pune,Kothrud,neutral,True,synthetic,68,14,25,135
Stay was fine overall. Some things could be improved like the bathroom.,Stay was fine overall. Some things could be improved like the bathroom.,"Kondapur mein Rahul ka stay average tha, bas theek theek, bathroom mein kuch improvement chahiye.",Rahul,Hyderabad,Kondapur,neutral,True,synthetic,71,12,15,97
The location is perfect and the boat is perfect. Derk is really helpful and friendly. We enjoyed our stay in Amsterdam. ,The location is perfect and the boat is perfect. Aarav is really helpful and friendly. We enjoyed our stay in Hyderabad. ,"Gachibowli mein Aarav ka hotel ekdum mast, bhai! 🌟 Metro ke paas, colony ke andar, budget ke hisaab se sahi hai, yaar. Overall acha experience, lekin parking nahi thi 😐",Aarav,Hyderabad,Gachibowli,positive,True,real,120,21,30,168
"Derk's houseboat is the absolute best place to stay in Amsterdam. There's no better way to experience the city than by staying on the end of a quiet canal in a great area, surrounded by restaurants and walking distance to the museums. The houseboat is spacious and comes with all the comforts of home with the added addition of being able to sit up on deck and take in the canal life. Derk was a great host, going over the quirks of the accommodations and surrounding area with us. Can't wait to come back to Amsterdam and stay here again.","Divya's Bangalore is the absolute best place to stay in Bangalore. There's no better way to experience the city than by staying on the end of a quiet canal in a great area, surrounded by restaurants and walking distance to the museums. The Bangalore is spacious and comes with all the comforts of home with the added addition of being able to sit up on deck and take in the canal life. Divya was a great host, going over the quirks of the accommodations and surrounding area with us. Can't wait to come back to Bangalore and stay here again.","Divya ki place Jayanagar mein, metro ke paas, colony ke andar, budget ke hisaab se ekdum acha hai, yaar 🙌, geyser slow tha 😐",Divya,Bangalore,Jayanagar,positive,True,real,539,100,24,124
Overpriced for the quality. Total waste of money.,Overpriced for the quality. Total waste of money.,"Indiranagar mein Priya ka stay bekar tha, waste of money tha, total bakwaas.",Priya,Bangalore,Indiranagar,negative,False,synthetic,49,8,13,76
"We stayed on Derk's boat for a long weekend in Amsterdam. It was great! Sadly we didn't meet Derk, as he was on holiday, so we didn't get to learn the history of the boat as some other guests have. But he left us in good hands with a friend, who met us at the boat to give us the keys and show us around. Rain on the boat's roof is the most soothing thing at nighttime... slept like a baby!!! ","We stayed on Swati's boat for a long weekend in Delhi. It was great! Sadly we didn't meet Swati, as he was on holiday, so we didn't get to learn the history of the boat as some other guests have. But he left us in good hands with a friend, who met us at the boat to give us the keys and show us around. Rain on the boat's roof is the most soothing thing at nighttime... slept like a baby!!! ","""Saket mein Swati ki place sahi tha, metro ke paas hai 🚂, budget ke hisaab se ekdum mast! 😊""",Swati,Delhi,Saket,positive,False,real,393,81,19,92
Okay for a one-night stay. Would look for better options next time.,Okay for a one-night stay. Would look for better options next time.,"Lajpat Nagar mein yeh stay average laga, theek tha for one night, but next time kuch better options dekhoonga.",Kavya,Delhi,Lajpat Nagar,neutral,True,synthetic,67,12,19,110
Daniel was a fantastic host and we would absolutely stay again with him. Everything was as advertised and you can easily get anywhere from his apartment. ,Siddharth was a fantastic host and we would absolutely stay again with him. Everything was as advertised and you can easily get anywhere from his apartment. ,"Yaar, Siddharth ka hostel Powai mein metro ke paas colony ke andar, budget ke hisaab se ekdum sahi hai, mast tha 🤩",Siddharth,Mumbai,Powai,positive,False,real,154,26,22,114
